id,asset_tag,name,category,subcategory,location_id,parent_asset_id,manufacturer,model,serial_number,purchase_date,installation_date,warranty_expiry,purchase_cost,current_value,depreciation_rate,status,condition_rating,criticality,last_maintenance_date,next_maintenance_due,maintenance_frequency_days,operating_hours,max_operating_hours,energy_consumption,specifications,documentation_url,qr_code,iot_device_id,sensor_data,ai_health_score,failure_predictions,created_date,updated_date,created_by
67,TF-FAC-0067,Schneider Electric Security System Schneider-582A,Facility Equipment,Security System,27,,Schneider Electric,Schneider-582A,SCH505278,2019-12-08 13:39:07.699646,2020-01-28 13:39:07.699646,2021-04-14 13:39:07.699646,16245,10982.7365037695,,Active,4,Medium,2025-06-22 13:39:07.699650,2025-12-19 13:39:07.699650,180,32801,57329,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699654,2025-09-28 18:39:07,TRUE
68,TF-FAC-0068,Johnson Controls Security System Johnson-858Pro,Facility Equipment,Security System,122,,Johnson Controls,Johnson-858Pro,JOH638738,2019-01-04 13:39:07.699671,2019-02-11 13:39:07.699671,2023-10-17 13:39:07.699671,75460,34196.203497626695,,Active,5,Medium,2025-08-29 13:39:07.699674,2025-09-28 13:39:07.699674,30,47900,83718,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699679,2025-09-28 18:39:07,TRUE
69,TF-FAC-0069,Omron Fire Suppression Omron-937X,Facility Equipment,Fire Suppression,8,,Omron,Omron-937X,OMR172450,2023-01-14 13:39:07.699695,2023-02-10 13:39:07.699695,2026-10-11 13:39:07.699695,35198,17477.05822416732,,Active,5,Medium,2025-09-15 13:39:07.699698,2025-12-14 13:39:07.699698,90,9264,46478,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699703,2025-09-28 18:39:07,TRUE
70,TF-FAC-0070,Parker Hannifin Emergency Lighting Parker-422B,Facility Equipment,Emergency Lighting,89,,Parker Hannifin,Parker-422B,PAR630192,2022-03-06 13:39:07.699720,2022-03-20 13:39:07.699720,2023-08-27 13:39:07.699720,50149,26756.671442326107,,Active,4,Medium,2025-08-17 13:39:07.699723,2025-11-15 13:39:07.699723,90,20424,55727,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699728,2025-09-28 18:39:07,TRUE
71,TF-FAC-0071,Emerson Emergency Lighting Emerson-892A,Facility Equipment,Emergency Lighting,152,,Emerson,Emerson-892A,EME547768,2023-04-08 13:39:07.699744,2023-05-16 13:39:07.699744,2027-09-21 13:39:07.699744,46270,31687.822312213295,,Active,3,Low,2025-05-13 13:39:07.699747,2025-11-09 13:39:07.699747,180,11938,49221,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699752,2025-09-28 18:39:07,TRUE
72,TF-FAC-0072,Pepperl+Fuchs Emergency Lighting Pepperl+Fuchs-985Pro,Facility Equipment,Emergency Lighting,15,,Pepperl+Fuchs,Pepperl+Fuchs-985Pro,PEP870151,2019-10-21 13:39:07.699769,2019-12-03 13:39:07.699769,2022-12-15 13:39:07.699769,49083,23998.2929686799,,Active,4,Low,2025-09-26 13:39:07.699772,2025-11-25 13:39:07.699772,60,26620,67241,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699776,2025-09-28 18:39:07,TRUE
73,TF-FAC-0073,Siemens Elevator Siemens-718A,Facility Equipment,Elevator,81,,Siemens,Siemens-718A,SIE345559,2019-04-30 13:39:07.699795,2019-05-11 13:39:07.699795,2021-01-31 13:39:07.699795,21155,13163.423309698253,,Active,4,Low,2025-08-01 13:39:07.699799,2025-09-30 13:39:07.699799,60,24925,54780,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699803,2025-09-28 18:39:07,TRUE
74,TF-FAC-0074,Bosch Rexroth Elevator Bosch-763A,Facility Equipment,Elevator,115,,Bosch Rexroth,Bosch-763A,BOS594054,2019-06-25 13:39:07.699820,2019-08-21 13:39:07.699820,2022-02-09 13:39:07.699820,45104,33799.941735647946,,Active,3,Medium,2025-09-21 13:39:07.699823,2025-10-21 13:39:07.699823,30,20925,70575,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699828,2025-09-28 18:39:07,TRUE
75,TF-FAC-0075,Cognex Loading Dock Equipment Cognex-617B,Facility Equipment,Loading Dock Equipment,38,,Cognex,Cognex-617B,COG443666,2022-06-06 13:39:07.699845,2022-08-03 13:39:07.699845,2024-08-07 13:39:07.699845,41950,19926.565022016228,,Active,4,Medium,2025-09-19 13:39:07.699848,2025-11-18 13:39:07.699848,60,10862,36658,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699852,2025-09-28 18:39:07,TRUE
76,TF-FAC-0076,Siemens Loading Dock Equipment Siemens-822B,Facility Equipment,Loading Dock Equipment,107,,Siemens,Siemens-822B,SIE765762,2021-10-05 13:39:07.699869,2021-10-31 13:39:07.699869,2024-08-22 13:39:07.699869,61353,47897.9218343718,,Active,5,Low,2025-09-11 13:39:07.699872,2025-10-11 13:39:07.699872,30,30275,46223,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699877,2025-09-28 18:39:07,TRUE
77,TF-ITI-0077,Cognex Server Cognex-907Pro,IT Infrastructure,Server,115,,Cognex,Cognex-907Pro,COG621904,2022-01-25 13:39:07.699894,2022-02-24 13:39:07.699894,2025-10-30 13:39:07.699894,12093,4892.153679255493,,Active,3,Medium,2025-09-18 13:39:07.699897,2025-12-17 13:39:07.699897,90,15965,30440,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699902,2025-09-28 18:39:07,TRUE
78,TF-ITI-0078,Pepperl+Fuchs Server Pepperl+Fuchs-106X,IT Infrastructure,Server,55,,Pepperl+Fuchs,Pepperl+Fuchs-106X,PEP774840,2024-03-24 13:39:07.699919,2024-04-11 13:39:07.699919,2025-05-12 13:39:07.699919,7982,4405.948831853008,,Active,4,Medium,2025-09-11 13:39:07.699922,2025-11-10 13:39:07.699922,60,4358,19928,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699927,2025-09-28 18:39:07,TRUE
79,TF-ITI-0079,Honeywell Server Honeywell-294A,IT Infrastructure,Server,155,,Honeywell,Honeywell-294A,HON995111,2020-04-26 13:39:07.699944,2020-06-08 13:39:07.699944,2025-03-10 13:39:07.699944,6239,2842.9980146057555,,Active,3,High,2025-08-31 13:39:07.699947,2026-02-27 13:39:07.699947,180,33487,63479,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699951,2025-09-28 18:39:07,TRUE
80,TF-ITI-0080,Siemens Network Switch Siemens-246B,IT Infrastructure,Network Switch,89,,Siemens,Siemens-246B,SIE791832,2019-09-05 13:39:07.699968,2019-10-31 13:39:07.699968,2023-05-08 13:39:07.699968,23515,12640.973216055012,,Active,4,Medium,2025-09-11 13:39:07.699971,2025-11-10 13:39:07.699971,60,27774,49610,,{},,,,{},TRUE,{},2025-09-28 13:39:07.699976,2025-09-28 18:39:07,TRUE
81,TF-ITI-0081,Fanuc Network Switch Fanuc-823A,IT Infrastructure,Network Switch,50,,Fanuc,Fanuc-823A,FAN879485,2023-09-14 13:39:07.699993,2023-10-06 13:39:07.699993,2025-01-03 13:39:07.699993,11531,4737.460692218348,,Active,5,High,2025-08-27 13:39:07.699996,2025-11-25 13:39:07.699996,90,13440,24186,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700001,2025-09-28 18:39:07,TRUE
82,TF-ITI-0082,Siemens Router Siemens-682A,IT Infrastructure,Router,69,,Siemens,Siemens-682A,SIE805035,2020-11-30 13:39:07.700018,2021-01-09 13:39:07.700018,2025-08-16 13:39:07.700018,23857,13115.557304264394,,Active,5,Medium,2025-09-17 13:39:07.700021,2025-10-17 13:39:07.700021,30,37808,60159,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700025,2025-09-28 18:39:07,TRUE
83,TF-ITI-0083,Schneider Electric Firewall Schneider-201Pro,IT Infrastructure,Firewall,90,,Schneider Electric,Schneider-201Pro,SCH174943,2020-02-14 13:39:07.700043,2020-03-03 13:39:07.700043,2024-03-27 13:39:07.700043,21996,9544.148930616786,,Active,3,High,2025-08-12 13:39:07.700046,2025-10-11 13:39:07.700046,60,41444,76423,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700050,2025-09-28 18:39:07,TRUE
84,TF-ITI-0084,Bosch Rexroth Firewall Bosch-849X,IT Infrastructure,Firewall,144,,Bosch Rexroth,Bosch-849X,BOS183186,2023-11-26 13:39:07.700068,2023-12-30 13:39:07.700068,2025-10-28 13:39:07.700068,24953,16216.69619415838,,Active,3,High,2025-08-30 13:39:07.700071,2025-11-28 13:39:07.700071,90,8459,43920,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700076,2025-09-28 18:39:07,TRUE
85,TF-ITI-0085,Balluff Storage Array Balluff-825Pro,IT Infrastructure,Storage Array,37,,Balluff,Balluff-825Pro,BAL393540,2021-08-10 13:39:07.700093,2021-09-18 13:39:07.700093,2024-07-12 13:39:07.700093,6349,3803.09314219395,,Active,5,High,2025-09-10 13:39:07.700096,2025-11-09 13:39:07.700096,60,12646,57660,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700100,2025-09-28 18:39:07,TRUE
86,TF-ITI-0086,SMC Backup System SMC-718X,IT Infrastructure,Backup System,16,,SMC,SMC-718X,SMC237132,2021-05-06 13:39:07.700117,2021-05-31 13:39:07.700117,2023-09-04 13:39:07.700117,18322,13323.791306742669,,Active,3,High,2025-05-26 13:39:07.700120,2025-11-22 13:39:07.700120,180,29285,62094,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700125,2025-09-28 18:39:07,TRUE
87,TF-ITI-0087,Parker Hannifin Workstation Parker-108Pro,IT Infrastructure,Workstation,43,,Parker Hannifin,Parker-108Pro,PAR584773,2021-07-30 13:39:07.700145,2021-08-18 13:39:07.700145,2023-10-18 13:39:07.700145,20664,14947.794774133727,,Active,5,High,2025-09-12 13:39:07.700149,2025-10-12 13:39:07.700149,30,28611,44958,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700154,2025-09-28 18:39:07,TRUE
88,TF-ITI-0088,Bosch Rexroth Workstation Bosch-295B,IT Infrastructure,Workstation,150,,Bosch Rexroth,Bosch-295B,BOS584821,2019-08-07 13:39:07.700171,2019-09-04 13:39:07.700171,2021-04-24 13:39:07.700171,18917,13400.961206295031,,Active,5,Medium,2025-09-09 13:39:07.700173,2025-10-09 13:39:07.700173,30,32432,69985,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700179,2025-09-28 18:39:07,TRUE
89,TF-ITI-0089,Schneider Electric Workstation Schneider-262B,IT Infrastructure,Workstation,84,,Schneider Electric,Schneider-262B,SCH251942,2022-04-21 13:39:07.700195,2022-04-28 13:39:07.700195,2026-05-13 13:39:07.700195,7844,3538.4300645790713,,Active,3,High,2025-08-22 13:39:07.700198,2025-10-21 13:39:07.700198,60,25129,47419,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700203,2025-09-28 18:39:07,TRUE
90,TF-ITI-0090,Festo Printer Festo-257X,IT Infrastructure,Printer,16,,Festo,Festo-257X,FES983144,2020-11-17 13:39:07.700221,2020-11-27 13:39:07.700221,2023-02-26 13:39:07.700221,8823,5677.921938931225,,Active,4,Medium,2025-05-22 13:39:07.700224,2025-11-18 13:39:07.700224,180,26715,50429,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700229,2025-09-28 18:39:07,TRUE
91,TF-ITI-0091,Allen-Bradley Scanner Allen-Bradley-687X,IT Infrastructure,Scanner,128,,Allen-Bradley,Allen-Bradley-687X,ALL440894,2021-12-04 13:39:07.700246,2022-02-01 13:39:07.700246,2025-04-09 13:39:07.700246,2612,1925.4765732166325,,Active,4,High,2025-09-27 13:39:07.700249,2025-10-27 13:39:07.700249,30,22104,60421,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700254,2025-09-28 18:39:07,TRUE
92,TF-UTI-0092,Honeywell Water Treatment Honeywell-676Pro,Utility Systems,Water Treatment,132,,Honeywell,Honeywell-676Pro,HON200173,2023-07-20 13:39:07.700271,2023-07-27 13:39:07.700271,2026-03-12 13:39:07.700271,45071,21608.870040778827,,Active,5,Medium,2025-07-25 13:39:07.700274,2025-10-23 13:39:07.700274,90,10678,44823,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700279,2025-09-28 18:39:07,TRUE
93,TF-UTI-0093,Cognex Water Treatment Cognex-299X,Utility Systems,Water Treatment,110,,Cognex,Cognex-299X,COG602138,2023-10-09 13:39:07.700296,2023-11-26 13:39:07.700296,2028-02-18 13:39:07.700296,51262,32153.40579901596,,Active,5,High,2025-05-19 13:39:07.700299,2025-11-15 13:39:07.700299,180,5497,52701,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700304,2025-09-28 18:39:07,TRUE
94,TF-UTI-0094,Schneider Electric Compressed Air System Schneider-596A,Utility Systems,Compressed Air System,82,,Schneider Electric,Schneider-596A,SCH513091,2021-03-27 13:39:07.700321,2021-05-01 13:39:07.700321,2025-04-03 13:39:07.700321,50685,23892.373367316726,,Active,4,Medium,2025-01-04 13:39:07.700324,2026-01-04 13:39:07.700324,365,38431,73313,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700329,2025-09-28 18:39:07,TRUE
95,TF-UTI-0095,Eaton Steam Boiler Eaton-919X,Utility Systems,Steam Boiler,43,,Eaton,Eaton-919X,EAT213615,2019-07-09 13:39:07.700347,2019-09-07 13:39:07.700347,2021-10-24 13:39:07.700347,41558,26187.193460717775,,Active,3,Medium,2025-02-17 13:39:07.700350,2026-02-17 13:39:07.700350,365,40983,61174,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700355,2025-09-28 18:39:07,TRUE
96,TF-UTI-0096,Eaton Steam Boiler Eaton-851A,Utility Systems,Steam Boiler,131,,Eaton,Eaton-851A,EAT799465,2020-11-24 13:39:07.700372,2021-01-02 13:39:07.700372,2022-12-01 13:39:07.700372,17225,11394.50127800237,,Active,5,High,2025-07-03 13:39:07.700375,2025-10-01 13:39:07.700375,90,22019,42742,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700380,2025-09-28 18:39:07,TRUE
97,TF-UTI-0097,Pepperl+Fuchs Steam Boiler Pepperl+Fuchs-704Pro,Utility Systems,Steam Boiler,151,,Pepperl+Fuchs,Pepperl+Fuchs-704Pro,PEP671692,2022-07-12 13:39:07.700397,2022-07-25 13:39:07.700397,2023-07-24 13:39:07.700397,18142,12238.125015390076,,Active,5,High,2025-09-13 13:39:07.700400,2025-11-12 13:39:07.700400,60,10822,43626,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700405,2025-09-28 18:39:07,TRUE
98,TF-UTI-0098,Schneider Electric Waste Treatment Schneider-676X,Utility Systems,Waste Treatment,145,,Schneider Electric,Schneider-676X,SCH904446,2020-01-12 13:39:07.700422,2020-02-09 13:39:07.700422,2022-06-04 13:39:07.700422,36977,20240.337613610503,,Active,5,High,2025-09-17 13:39:07.700425,2025-10-17 13:39:07.700425,30,38833,86411,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700430,2025-09-28 18:39:07,TRUE
99,TF-UTI-0099,Parker Hannifin Waste Treatment Parker-470Pro,Utility Systems,Waste Treatment,67,,Parker Hannifin,Parker-470Pro,PAR381629,2019-11-04 13:39:07.700447,2019-11-15 13:39:07.700447,2023-09-23 13:39:07.700447,14300,8883.63571779458,,Active,5,High,2025-06-21 13:39:07.700450,2025-12-18 13:39:07.700450,180,50463,68053,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700455,2025-09-28 18:39:07,TRUE
100,TF-UTI-0100,Allen-Bradley Waste Treatment Allen-Bradley-866Pro,Utility Systems,Waste Treatment,71,,Allen-Bradley,Allen-Bradley-866Pro,ALL746750,2019-03-25 13:39:07.700472,2019-04-02 13:39:07.700472,2022-12-27 13:39:07.700472,19676,10237.127879390631,,Active,4,Medium,2025-07-01 13:39:07.700475,2026-07-01 13:39:07.700475,365,37486,59254,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700480,2025-09-28 18:39:07,TRUE
101,TF-UTI-0101,Parker Hannifin Chemical Storage Tank Parker-411X,Utility Systems,Chemical Storage Tank,100,,Parker Hannifin,Parker-411X,PAR340907,2022-11-17 13:39:07.700497,2022-12-31 13:39:07.700497,2027-09-14 13:39:07.700497,33934,17403.92694315521,,Active,5,Medium,2025-04-25 13:39:07.700500,2026-04-25 13:39:07.700500,365,9630,26905,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700505,2025-09-28 18:39:07,TRUE
102,TF-UTI-0102,Eaton Chemical Storage Tank Eaton-481B,Utility Systems,Chemical Storage Tank,116,,Eaton,Eaton-481B,EAT451996,2023-06-06 13:39:07.700522,2023-07-25 13:39:07.700522,2025-08-04 13:39:07.700522,10836,4996.534724771481,,Active,3,High,2025-08-07 13:39:07.700525,2025-10-06 13:39:07.700525,60,14903,64293,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700530,2025-09-28 18:39:07,TRUE
103,TF-UTI-0103,Bosch Rexroth Chemical Storage Tank Bosch-391Pro,Utility Systems,Chemical Storage Tank,50,,Bosch Rexroth,Bosch-391Pro,BOS615803,2024-01-05 13:39:07.700547,2024-02-28 13:39:07.700547,2028-11-11 13:39:07.700547,16373,8159.673512419825,,Active,4,Medium,2025-05-02 13:39:07.700550,2026-05-02 13:39:07.700550,365,6391,48897,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700555,2025-09-28 18:39:07,TRUE
104,TF-UTI-0104,Emerson Pump Emerson-530X,Utility Systems,Pump,138,,Emerson,Emerson-530X,EME531508,2021-09-16 13:39:07.700572,2021-10-28 13:39:07.700572,2024-05-09 13:39:07.700572,39075,15705.749349206859,,Active,5,High,2025-09-24 13:39:07.700575,2025-10-24 13:39:07.700575,30,16762,51885,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700580,2025-09-28 18:39:07,TRUE
105,TF-UTI-0105,Balluff Pump Balluff-107B,Utility Systems,Pump,67,,Balluff,Balluff-107B,BAL224965,2019-05-12 13:39:07.700597,2019-05-30 13:39:07.700597,2020-09-29 13:39:07.700597,36709,23708.45188185919,,Active,4,High,2025-07-17 13:39:07.700600,2025-10-15 13:39:07.700600,90,35104,65640,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700605,2025-09-28 18:39:07,TRUE
106,TF-UTI-0106,GE Pump GE-469X,Utility Systems,Pump,51,,GE,GE-469X,GE643265,2021-02-16 13:39:07.700622,2021-03-10 13:39:07.700622,2025-10-05 13:39:07.700622,26421,18720.642755364133,,Active,3,High,2024-10-27 13:39:07.700625,2025-10-27 13:39:07.700625,365,19096,61717,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700630,2025-09-28 18:39:07,TRUE
107,TF-UTI-0107,Cognex Valve Cognex-920X,Utility Systems,Valve,31,,Cognex,Cognex-920X,COG150529,2024-08-05 13:39:07.700647,2024-08-21 13:39:07.700647,2027-06-13 13:39:07.700647,24813,12312.886013477728,,Active,5,Medium,2025-09-05 13:39:07.700650,2025-12-04 13:39:07.700650,90,4614,48227,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700655,2025-09-28 18:39:07,TRUE
108,TF-UTI-0108,Pepperl+Fuchs Meter Pepperl+Fuchs-894X,Utility Systems,Meter,107,,Pepperl+Fuchs,Pepperl+Fuchs-894X,PEP379800,2019-05-08 13:39:07.700673,2019-07-03 13:39:07.700673,2022-05-01 13:39:07.700673,23249,18272.784853151887,,Active,5,Medium,2025-08-01 13:39:07.700676,2025-10-30 13:39:07.700676,90,26542,43198,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700681,2025-09-28 18:39:07,TRUE
109,TF-UTI-0109,Allen-Bradley Meter Allen-Bradley-117B,Utility Systems,Meter,121,,Allen-Bradley,Allen-Bradley-117B,ALL723835,2022-12-18 13:39:07.700698,2023-01-21 13:39:07.700698,2026-08-13 13:39:07.700698,17698,10535.345108776042,,Active,4,Medium,2025-07-01 13:39:07.700701,2025-09-29 13:39:07.700701,90,23196,71297,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700706,2025-09-28 18:39:07,TRUE
110,TF-UTI-0110,Festo Meter Festo-349B,Utility Systems,Meter,35,,Festo,Festo-349B,FES659572,2020-04-12 13:39:07.700722,2020-05-05 13:39:07.700722,2025-03-12 13:39:07.700722,29571,23043.27517835409,,Active,4,High,2025-08-11 13:39:07.700725,2025-11-09 13:39:07.700725,90,20358,58176,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700730,2025-09-28 18:39:07,TRUE
