id,part_number,name,description,category,subcategory,manufacturer,manufacturer_part_number,supplier_id,unit_of_measure,unit_cost,stock_quantity,reserved_quantity,min_stock_level,max_stock_level,reorder_point,reorder_quantity,lead_time_days,storage_location,bin_location,barcode,weight,dimensions,hazmat_classification,shelf_life_days,warranty_period_days,last_counted_date,abc_classification,usage_rate_monthly,ai_demand_forecast,ai_optimal_stock,price_history,supplier_alternates,compatible_assets,created_date,updated_date
69,TF-MEC-CHA-0069,Mitsubishi Chains 739,High-quality chains for industrial applications,Mechanical,Chains,Mitsubishi,MIT64237,TRUE,LB,444.65,75,FALSE,75,11,119,23,35,3,Chemical Storage,Chemical Storage-A20,TF994237990292,,,,,,,B,10,{},,[],[],[],2025-09-28 13:39:07.702341,2025-09-28 18:39:07
70,TF-ELE-MOT-0070,Omron Motors 260,High-quality motors for industrial applications,Electrical,Motors,Omron,OMR75184,3,FT,584.92,13,FALSE,13,5,56,11,16,15,Tool Crib,Tool Crib-C07,TF522566748664,,,,,,,C,6.55,{},,[],[],[],2025-09-28 13:39:07.702354,2025-09-28 18:39:07
71,TF-ELE-MOT-0071,Fanuc Motors 775,High-quality motors for industrial applications,Electrical,Motors,Fanuc,FAN36776,4,GAL,333.9,30,FALSE,30,7,73,14,21,6,Warehouse A-2,Warehouse A-2-C03,TF422283715576,,,,,,,B,41.56,{},,[],[],[],2025-09-28 13:39:07.702366,2025-09-28 18:39:07
72,TF-ELE-MOT-0072,Balluff Motors 837,High-quality motors for industrial applications,Electrical,Motors,Balluff,BAL21262,2,LB,530.36,74,FALSE,74,18,189,37,56,5,Maintenance Shop,Maintenance Shop-A11,TF971738274425,,,,,,,B,47.82,{},,[],[],[],2025-09-28 13:39:07.702377,2025-09-28 18:39:07
73,TF-ELE-MOT-0073,Johnson Controls Motors 695,High-quality motors for industrial applications,Electrical,Motors,Johnson Controls,JOH54599,2,BOX,966.97,56,FALSE,56,5,56,11,16,14,Electronics Lab,Electronics Lab-C09,TF301512548299,,,,,,,C,49.14,{},,[],[],[],2025-09-28 13:39:07.702389,2025-09-28 18:39:07
74,TF-ELE-MOT-0074,Allen-Bradley Motors 678,High-quality motors for industrial applications,Electrical,Motors,Allen-Bradley,ALL18751,3,GAL,50.47,140,FALSE,140,18,181,36,54,12,Electronics Lab,Electronics Lab-B09,TF893753412671,,,,,,,B,45.33,{},,[],[],[],2025-09-28 13:39:07.702400,2025-09-28 18:39:07
75,TF-ELE-MOT-0075,GE Motors 892,High-quality motors for industrial applications,Electrical,Motors,GE,GE78937,4,FT,194.48,79,FALSE,79,18,189,37,56,7,Warehouse B-2,Warehouse B-2-A06,TF463680707274,,,,,,,C,41.67,{},,[],[],[],2025-09-28 13:39:07.702412,2025-09-28 18:39:07
76,TF-ELE-MOT-0076,Mitsubishi Motors 419,High-quality motors for industrial applications,Electrical,Motors,Mitsubishi,MIT89811,TRUE,BOX,434.14,54,FALSE,54,10,104,20,31,11,Warehouse B-1,Warehouse B-1-B14,TF702278661813,,,,,,,C,20.98,{},,[],[],[],2025-09-28 13:39:07.702423,2025-09-28 18:39:07
77,TF-ELE-MOT-0077,ABB Motors 532,High-quality motors for industrial applications,Electrical,Motors,ABB,ABB44481,2,LB,353.62,33,FALSE,33,5,52,10,15,7,Electronics Lab,Electronics Lab-A12,TF984952958452,,,,,,,C,5,{},,[],[],[],2025-09-28 13:39:07.702434,2025-09-28 18:39:07
78,TF-ELE-SEN-0078,Omron Sensors 454,High-quality sensors for industrial applications,Electrical,Sensors,Omron,OMR23279,5,GAL,931.06,83,FALSE,83,17,174,34,52,9,Maintenance Shop,Maintenance Shop-B04,TF385000343646,,,,,,,C,7.82,{},,[],[],[],2025-09-28 13:39:07.702446,2025-09-28 18:39:07
79,TF-ELE-SEN-0079,Siemens Sensors 899,High-quality sensors for industrial applications,Electrical,Sensors,Siemens,SIE40343,5,FT,52.85,31,FALSE,31,11,114,22,34,12,Warehouse A-1,Warehouse A-1-A04,TF739179562709,,,,,,,C,6.12,{},,[],[],[],2025-09-28 13:39:07.702458,2025-09-28 18:39:07
80,TF-ELE-SEN-0080,Fanuc Sensors 786,High-quality sensors for industrial applications,Electrical,Sensors,Fanuc,FAN37839,4,LB,554.49,43,FALSE,43,8,82,16,24,13,Tool Crib,Tool Crib-C04,TF991628268913,,,,,,,C,4.3,{},,[],[],[],2025-09-28 13:39:07.702469,2025-09-28 18:39:07
81,TF-ELE-SEN-0081,Emerson Sensors 541,High-quality sensors for industrial applications,Electrical,Sensors,Emerson,EME63818,TRUE,GAL,966.27,69,FALSE,69,7,72,14,21,7,Chemical Storage,Chemical Storage-C18,TF207532257691,,,,,,,C,38.55,{},,[],[],[],2025-09-28 13:39:07.702480,2025-09-28 18:39:07
82,TF-ELE-SEN-0082,Emerson Sensors 872,High-quality sensors for industrial applications,Electrical,Sensors,Emerson,EME83672,3,BOX,638.85,139,FALSE,139,13,139,27,41,12,Warehouse A-1,Warehouse A-1-C07,TF404833077521,,,,,,,C,16.96,{},,[],[],[],2025-09-28 13:39:07.702492,2025-09-28 18:39:07
83,TF-ELE-SEN-0083,Keyence Sensors 552,High-quality sensors for industrial applications,Electrical,Sensors,Keyence,KEY20232,3,BOX,277.31,51,FALSE,51,19,196,39,58,21,Warehouse B-1,Warehouse B-1-A04,TF586874688172,,,,,,,C,3,{},,[],[],[],2025-09-28 13:39:07.702503,2025-09-28 18:39:07
84,TF-ELE-SWI-0084,Johnson Controls Switches 160,High-quality switches for industrial applications,Electrical,Switches,Johnson Controls,JOH82636,4,FT,739.15,22,FALSE,22,4,42,8,12,3,Tool Crib,Tool Crib-A11,TF607433273906,,,,,,,C,7.13,{},,[],[],[],2025-09-28 13:39:07.702515,2025-09-28 18:39:07
85,TF-ELE-SWI-0085,Pepperl+Fuchs Switches 762,High-quality switches for industrial applications,Electrical,Switches,Pepperl+Fuchs,PEP89213,2,EA,93.18,125,FALSE,125,16,160,32,48,13,Maintenance Shop,Maintenance Shop-B17,TF244513045124,,,,,,,C,18.66,{},,[],[],[],2025-09-28 13:39:07.702528,2025-09-28 18:39:07
86,TF-ELE-SWI-0086,Omron Switches 469,High-quality switches for industrial applications,Electrical,Switches,Omron,OMR57735,2,BOX,129.32,187,FALSE,187,18,187,37,56,21,Maintenance Shop,Maintenance Shop-B03,TF996811733698,,,,,,,C,46.63,{},,[],[],[],2025-09-28 13:39:07.702539,2025-09-28 18:39:07
87,TF-ELE-CON-0087,Johnson Controls Contactors 825,High-quality contactors for industrial applications,Electrical,Contactors,Johnson Controls,JOH64151,2,FT,560.05,98,FALSE,98,17,173,34,51,15,Warehouse A-2,Warehouse A-2-B10,TF308677147766,,,,,,,C,8.8,{},,[],[],[],2025-09-28 13:39:07.702551,2025-09-28 18:39:07
88,TF-ELE-CON-0088,Allen-Bradley Contactors 622,High-quality contactors for industrial applications,Electrical,Contactors,Allen-Bradley,ALL36007,TRUE,EA,409.82,46,FALSE,46,5,51,10,15,3,Warehouse B-2,Warehouse B-2-C01,TF276837979632,,,,,,,A,17.87,{},,[],[],[],2025-09-28 13:39:07.702563,2025-09-28 18:39:07
89,TF-ELE-CON-0089,Festo Contactors 987,High-quality contactors for industrial applications,Electrical,Contactors,Festo,FES64820,2,BOX,712.53,106,FALSE,106,18,183,36,54,20,Electronics Lab,Electronics Lab-C18,TF852275722455,,,,,,,B,30.15,{},,[],[],[],2025-09-28 13:39:07.702574,2025-09-28 18:39:07
90,TF-ELE-CON-0090,Bosch Rexroth Contactors 458,High-quality contactors for industrial applications,Electrical,Contactors,Bosch Rexroth,BOS91823,5,EA,32.76,61,FALSE,61,12,121,24,36,3,Electronics Lab,Electronics Lab-B19,TF984405307151,,,,,,,C,48.01,{},,[],[],[],2025-09-28 13:39:07.702586,2025-09-28 18:39:07
91,TF-ELE-CON-0091,Johnson Controls Contactors 704,High-quality contactors for industrial applications,Electrical,Contactors,Johnson Controls,JOH86298,2,LB,105.92,21,FALSE,21,2,22,4,6,19,Warehouse B-2,Warehouse B-2-C11,TF395038973082,,,,,,,C,39.73,{},,[],[],[],2025-09-28 13:39:07.702597,2025-09-28 18:39:07
92,TF-ELE-REL-0092,ABB Relays 364,High-quality relays for industrial applications,Electrical,Relays,ABB,ABB84302,4,BOX,835.55,140,FALSE,140,17,171,34,51,20,Warehouse A-2,Warehouse A-2-B16,TF679545694348,,,,,,,C,23.6,{},,[],[],[],2025-09-28 13:39:07.702609,2025-09-28 18:39:07
93,TF-ELE-REL-0093,Johnson Controls Relays 715,High-quality relays for industrial applications,Electrical,Relays,Johnson Controls,JOH22770,5,GAL,629.38,48,FALSE,48,14,141,28,42,11,Warehouse A-1,Warehouse A-1-B08,TF463818606333,,,,,,,A,6.1,{},,[],[],[],2025-09-28 13:39:07.702621,2025-09-28 18:39:07
94,TF-ELE-REL-0094,Mitsubishi Relays 986,High-quality relays for industrial applications,Electrical,Relays,Mitsubishi,MIT27532,5,ROLL,553.44,49,FALSE,49,10,101,20,30,13,Warehouse A-1,Warehouse A-1-C14,TF426554058378,,,,,,,B,19.83,{},,[],[],[],2025-09-28 13:39:07.702632,2025-09-28 18:39:07
95,TF-ELE-REL-0095,Festo Relays 124,High-quality relays for industrial applications,Electrical,Relays,Festo,FES76347,TRUE,LB,983.3,14,FALSE,14,2,23,4,6,11,Electronics Lab,Electronics Lab-B14,TF275083558558,,,,,,,A,33.44,{},,[],[],[],2025-09-28 13:39:07.702643,2025-09-28 18:39:07
96,TF-ELE-REL-0096,Pepperl+Fuchs Relays 121,High-quality relays for industrial applications,Electrical,Relays,Pepperl+Fuchs,PEP73894,5,LB,792.29,83,FALSE,83,18,184,36,55,6,Chemical Storage,Chemical Storage-C09,TF192346403215,,,,,,,B,35.63,{},,[],[],[],2025-09-28 13:39:07.702655,2025-09-28 18:39:07
97,TF-ELE-REL-0097,Honeywell Relays 238,High-quality relays for industrial applications,Electrical,Relays,Honeywell,HON25693,4,GAL,118.15,113,FALSE,113,17,176,35,52,15,Tool Crib,Tool Crib-A09,TF422370609092,,,,,,,C,10.79,{},,[],[],[],2025-09-28 13:39:07.702666,2025-09-28 18:39:07
98,TF-ELE-REL-0098,Phoenix Contact Relays 347,High-quality relays for industrial applications,Electrical,Relays,Phoenix Contact,PHO53557,TRUE,BOX,309.98,22,FALSE,22,16,167,33,50,4,Warehouse A-2,Warehouse A-2-C10,TF772412239875,,,,,,,C,1.49,{},,[],[],[],2025-09-28 13:39:07.702678,2025-09-28 18:39:07
99,TF-ELE-REL-0099,Allen-Bradley Relays 130,High-quality relays for industrial applications,Electrical,Relays,Allen-Bradley,ALL69537,3,ROLL,852.06,92,FALSE,92,12,125,25,37,19,Warehouse A-2,Warehouse A-2-B01,TF243898037632,,,,,,,C,18.38,{},,[],[],[],2025-09-28 13:39:07.702690,2025-09-28 18:39:07
100,TF-ELE-FUS-0100,Siemens Fuses 703,High-quality fuses for industrial applications,Electrical,Fuses,Siemens,SIE45925,TRUE,ROLL,168.96,14,FALSE,14,7,71,14,21,19,Warehouse B-1,Warehouse B-1-B16,TF677552578062,,,,,,,A,46.1,{},,[],[],[],2025-09-28 13:39:07.702702,2025-09-28 18:39:07
101,TF-ELE-FUS-0101,Mitsubishi Fuses 202,High-quality fuses for industrial applications,Electrical,Fuses,Mitsubishi,MIT24960,TRUE,FT,655.57,28,FALSE,28,4,45,9,13,13,Warehouse B-2,Warehouse B-2-C19,TF190369739522,,,,,,,C,42.81,{},,[],[],[],2025-09-28 13:39:07.702713,2025-09-28 18:39:07
102,TF-ELE-FUS-0102,Festo Fuses 789,High-quality fuses for industrial applications,Electrical,Fuses,Festo,FES39637,4,BOX,416.72,19,FALSE,19,10,101,20,30,15,Warehouse A-1,Warehouse A-1-A09,TF628770143574,,,,,,,C,38.39,{},,[],[],[],2025-09-28 13:39:07.702724,2025-09-28 18:39:07
103,TF-ELE-FUS-0103,Emerson Fuses 574,High-quality fuses for industrial applications,Electrical,Fuses,Emerson,EME83769,TRUE,GAL,564.26,78,FALSE,78,13,132,26,39,21,Warehouse A-1,Warehouse A-1-A16,TF216628805430,,,,,,,B,14.86,{},,[],[],[],2025-09-28 13:39:07.702736,2025-09-28 18:39:07
104,TF-ELE-CIR-0104,Balluff Circuit Breakers 173,High-quality circuit breakers for industrial applications,Electrical,Circuit Breakers,Balluff,BAL17934,2,BOX,84.89,42,FALSE,42,11,110,22,33,15,Chemical Storage,Chemical Storage-B17,TF446048568688,,,,,,,C,43.8,{},,[],[],[],2025-09-28 13:39:07.702748,2025-09-28 18:39:07
105,TF-ELE-CIR-0105,SMC Circuit Breakers 548,High-quality circuit breakers for industrial applications,Electrical,Circuit Breakers,SMC,SMC94840,5,EA,72.24,107,FALSE,107,15,151,30,45,9,Chemical Storage,Chemical Storage-B05,TF745433082584,,,,,,,C,10.6,{},,[],[],[],2025-09-28 13:39:07.702760,2025-09-28 18:39:07
106,TF-ELE-CIR-0106,Omron Circuit Breakers 125,High-quality circuit breakers for industrial applications,Electrical,Circuit Breakers,Omron,OMR20742,2,BOX,893.34,85,FALSE,85,19,195,39,58,21,Chemical Storage,Chemical Storage-C02,TF622134642783,,,,,,,B,47.44,{},,[],[],[],2025-09-28 13:39:07.702771,2025-09-28 18:39:07
107,TF-ELE-CIR-0107,Emerson Circuit Breakers 229,High-quality circuit breakers for industrial applications,Electrical,Circuit Breakers,Emerson,EME71050,3,LB,680.96,144,FALSE,144,19,197,39,59,4,Maintenance Shop,Maintenance Shop-C05,TF991888931487,,,,,,,C,21.5,{},,[],[],[],2025-09-28 13:39:07.702783,2025-09-28 18:39:07
108,TF-ELE-CIR-0108,Bosch Rexroth Circuit Breakers 109,High-quality circuit breakers for industrial applications,Electrical,Circuit Breakers,Bosch Rexroth,BOS21772,2,BOX,762.34,67,FALSE,67,8,83,16,24,17,Chemical Storage,Chemical Storage-B07,TF955471198546,,,,,,,B,27.57,{},,[],[],[],2025-09-28 13:39:07.702794,2025-09-28 18:39:07
109,TF-ELE-CIR-0109,Phoenix Contact Circuit Breakers 338,High-quality circuit breakers for industrial applications,Electrical,Circuit Breakers,Phoenix Contact,PHO28302,3,EA,785.24,48,FALSE,48,14,148,29,44,3,Chemical Storage,Chemical Storage-C02,TF553650593815,,,,,,,A,41.81,{},,[],[],[],2025-09-28 13:39:07.702806,2025-09-28 18:39:07
110,TF-ELE-CIR-0110,Honeywell Circuit Breakers 385,High-quality circuit breakers for industrial applications,Electrical,Circuit Breakers,Honeywell,HON98194,3,LB,21.13,77,FALSE,77,15,150,30,45,3,Tool Crib,Tool Crib-B01,TF542305569774,,,,,,,C,42.43,{},,[],[],[],2025-09-28 13:39:07.702818,2025-09-28 18:39:07
111,TF-ELE-CIR-0111,Schneider Electric Circuit Breakers 618,High-quality circuit breakers for industrial applications,Electrical,Circuit Breakers,Schneider Electric,SCH42308,TRUE,EA,831.3,9,FALSE,9,2,29,5,8,3,Warehouse B-2,Warehouse B-2-A15,TF630312581798,,,,,,,B,22.52,{},,[],[],[],2025-09-28 13:39:07.702830,2025-09-28 18:39:07
112,TF-ELE-CAB-0112,ABB Cables 345,High-quality cables for industrial applications,Electrical,Cables,ABB,ABB89121,2,EA,213.64,10,FALSE,10,2,27,5,8,10,Tool Crib,Tool Crib-C05,TF734168852088,,,,,,,B,1.09,{},,[],[],[],2025-09-28 13:39:07.702842,2025-09-28 18:39:07
113,TF-ELE-CAB-0113,Festo Cables 422,High-quality cables for industrial applications,Electrical,Cables,Festo,FES19411,5,FT,589.74,128,FALSE,128,17,174,34,52,14,Warehouse B-2,Warehouse B-2-C17,TF957166754715,,,,,,,B,8.21,{},,[],[],[],2025-09-28 13:39:07.702853,2025-09-28 18:39:07
114,TF-ELE-CAB-0114,Keyence Cables 178,High-quality cables for industrial applications,Electrical,Cables,Keyence,KEY14556,4,BOX,556.43,33,FALSE,33,4,42,8,12,7,Electronics Lab,Electronics Lab-C17,TF397972345370,,,,,,,C,42.6,{},,[],[],[],2025-09-28 13:39:07.702865,2025-09-28 18:39:07
115,TF-ELE-CAB-0115,Honeywell Cables 702,High-quality cables for industrial applications,Electrical,Cables,Honeywell,HON46318,TRUE,BOX,922.95,127,FALSE,127,18,183,36,54,11,Tool Crib,Tool Crib-B20,TF860833515959,,,,,,,C,43.37,{},,[],[],[],2025-09-28 13:39:07.702876,2025-09-28 18:39:07
116,TF-ELE-CAB-0116,Keyence Cables 762,High-quality cables for industrial applications,Electrical,Cables,Keyence,KEY59262,3,BOX,470.38,63,FALSE,63,10,104,20,31,20,Tool Crib,Tool Crib-C09,TF627423328999,,,,,,,B,10.93,{},,[],[],[],2025-09-28 13:39:07.702887,2025-09-28 18:39:07
117,TF-ELE-CAB-0117,Phoenix Contact Cables 253,High-quality cables for industrial applications,Electrical,Cables,Phoenix Contact,PHO27499,2,LB,349.93,22,FALSE,22,3,36,7,10,4,Warehouse A-1,Warehouse A-1-B03,TF629890688566,,,,,,,B,22.18,{},,[],[],[],2025-09-28 13:39:07.702899,2025-09-28 18:39:07
118,TF-ELE-CAB-0118,GE Cables 986,High-quality cables for industrial applications,Electrical,Cables,GE,GE17840,2,LB,646.66,27,FALSE,27,2,27,5,8,3,Warehouse B-2,Warehouse B-2-C03,TF977318623253,,,,,,,B,47.41,{},,[],[],[],2025-09-28 13:39:07.702911,2025-09-28 18:39:07
119,TF-ELE-CON-0119,Balluff Connectors 825,High-quality connectors for industrial applications,Electrical,Connectors,Balluff,BAL24626,2,LB,190.35,24,FALSE,24,6,62,12,18,17,Warehouse A-1,Warehouse A-1-C06,TF493513457302,,,,,,,C,15.42,{},,[],[],[],2025-09-28 13:39:07.702922,2025-09-28 18:39:07
120,TF-ELE-CON-0120,GE Connectors 316,High-quality connectors for industrial applications,Electrical,Connectors,GE,GE38408,TRUE,FT,422.87,91,FALSE,91,18,185,37,55,19,Warehouse A-2,Warehouse A-2-C15,TF324160055679,,,,,,,C,17.58,{},,[],[],[],2025-09-28 13:39:07.702934,2025-09-28 18:39:07
121,TF-ELE-CON-0121,Cognex Connectors 766,High-quality connectors for industrial applications,Electrical,Connectors,Cognex,COG79265,4,GAL,495.75,71,FALSE,71,11,115,23,34,18,Tool Crib,Tool Crib-A11,TF646581220707,,,,,,,C,44.37,{},,[],[],[],2025-09-28 13:39:07.702946,2025-09-28 18:39:07
122,TF-ELE-TRA-0122,Pepperl+Fuchs Transformers 307,High-quality transformers for industrial applications,Electrical,Transformers,Pepperl+Fuchs,PEP92827,TRUE,GAL,502.43,129,FALSE,129,13,132,26,39,3,Warehouse A-1,Warehouse A-1-A03,TF266914834640,,,,,,,B,4.14,{},,[],[],[],2025-09-28 13:39:07.702958,2025-09-28 18:39:07
123,TF-ELE-TRA-0123,Bosch Rexroth Transformers 243,High-quality transformers for industrial applications,Electrical,Transformers,Bosch Rexroth,BOS20004,4,BOX,185.86,101,FALSE,101,16,166,33,49,21,Warehouse A-2,Warehouse A-2-B08,TF517449503684,,,,,,,B,6.42,{},,[],[],[],2025-09-28 13:39:07.702969,2025-09-28 18:39:07
124,TF-ELE-TRA-0124,ABB Transformers 138,High-quality transformers for industrial applications,Electrical,Transformers,ABB,ABB65758,4,LB,752.09,11,FALSE,11,3,33,6,9,7,Tool Crib,Tool Crib-C14,TF830697123308,,,,,,,C,19.26,{},,[],[],[],2025-09-28 13:39:07.702981,2025-09-28 18:39:07
125,TF-ELE-CAP-0125,Pepperl+Fuchs Capacitors 886,High-quality capacitors for industrial applications,Electrical,Capacitors,Pepperl+Fuchs,PEP61236,2,EA,99.8,12,FALSE,12,10,101,20,30,16,Warehouse B-1,Warehouse B-1-B11,TF340306468194,,,,,,,B,18.24,{},,[],[],[],2025-09-28 13:39:07.702994,2025-09-28 18:39:07
126,TF-ELE-CAP-0126,Pepperl+Fuchs Capacitors 457,High-quality capacitors for industrial applications,Electrical,Capacitors,Pepperl+Fuchs,PEP63671,3,EA,304.1,121,FALSE,121,13,134,26,40,19,Warehouse B-2,Warehouse B-2-B08,TF431209417187,,,,,,,C,32.87,{},,[],[],[],2025-09-28 13:39:07.703006,2025-09-28 18:39:07
127,TF-ELE-CAP-0127,Siemens Capacitors 836,High-quality capacitors for industrial applications,Electrical,Capacitors,Siemens,SIE19686,5,EA,240.52,14,FALSE,14,13,135,27,40,17,Warehouse A-2,Warehouse A-2-A19,TF187937005209,,,,,,,B,9,{},,[],[],[],2025-09-28 13:39:07.703017,2025-09-28 18:39:07
128,TF-ELE-CAP-0128,Fanuc Capacitors 409,High-quality capacitors for industrial applications,Electrical,Capacitors,Fanuc,FAN54869,3,LB,310.4,25,FALSE,25,2,25,5,7,8,Maintenance Shop,Maintenance Shop-B03,TF316405740798,,,,,,,B,42.14,{},,[],[],[],2025-09-28 13:39:07.703029,2025-09-28 18:39:07
129,TF-ELE-CAP-0129,SMC Capacitors 875,High-quality capacitors for industrial applications,Electrical,Capacitors,SMC,SMC44658,2,GAL,445,50,FALSE,50,6,61,12,18,11,Maintenance Shop,Maintenance Shop-A13,TF480129371081,,,,,,,A,16.28,{},,[],[],[],2025-09-28 13:39:07.703041,2025-09-28 18:39:07
130,TF-ELE-CAP-0130,Emerson Capacitors 336,High-quality capacitors for industrial applications,Electrical,Capacitors,Emerson,EME38809,TRUE,ROLL,580.87,76,FALSE,76,12,127,25,38,11,Electronics Lab,Electronics Lab-A04,TF243994300571,,,,,,,C,31.24,{},,[],[],[],2025-09-28 13:39:07.703052,2025-09-28 18:39:07
131,TF-ELE-CAP-0131,Cognex Capacitors 556,High-quality capacitors for industrial applications,Electrical,Capacitors,Cognex,COG70091,2,ROLL,720.2,89,FALSE,89,18,186,37,55,6,Chemical Storage,Chemical Storage-C20,TF351076532445,,,,,,,B,46.7,{},,[],[],[],2025-09-28 13:39:07.703064,2025-09-28 18:39:07
132,TF-ELE-CAP-0132,ABB Capacitors 758,High-quality capacitors for industrial applications,Electrical,Capacitors,ABB,ABB54906,3,EA,688.26,54,FALSE,54,11,114,22,34,20,Electronics Lab,Electronics Lab-A13,TF240855249401,,,,,,,C,31.48,{},,[],[],[],2025-09-28 13:39:07.703075,2025-09-28 18:39:07
133,TF-HVA-FIL-0133,Siemens Filters 782,High-quality filters for industrial applications,HVAC,Filters,Siemens,SIE43069,2,GAL,145.58,120,FALSE,120,17,174,34,52,19,Maintenance Shop,Maintenance Shop-C01,TF953462553701,,,,,,,A,4.39,{},,[],[],[],2025-09-28 13:39:07.703087,2025-09-28 18:39:07
134,TF-HVA-FIL-0134,Fanuc Filters 458,High-quality filters for industrial applications,HVAC,Filters,Fanuc,FAN72647,2,LB,299.6,129,FALSE,129,15,158,31,47,16,Electronics Lab,Electronics Lab-B16,TF151327255586,,,,,,,A,18.97,{},,[],[],[],2025-09-28 13:39:07.703099,2025-09-28 18:39:07
135,TF-HVA-FIL-0135,Omron Filters 915,High-quality filters for industrial applications,HVAC,Filters,Omron,OMR82785,3,LB,584.16,62,FALSE,62,19,197,39,59,17,Warehouse B-1,Warehouse B-1-A08,TF898074572369,,,,,,,C,40.79,{},,[],[],[],2025-09-28 13:39:07.703110,2025-09-28 18:39:07
136,TF-HVA-FIL-0136,Omron Filters 405,High-quality filters for industrial applications,HVAC,Filters,Omron,OMR88881,2,LB,736.62,10,FALSE,10,3,31,6,9,9,Warehouse B-2,Warehouse B-2-A10,TF378673739855,,,,,,,C,8.44,{},,[],[],[],2025-09-28 13:39:07.703122,2025-09-28 18:39:07
137,TF-HVA-VAL-0137,Pepperl+Fuchs Valves 579,High-quality valves for industrial applications,HVAC,Valves,Pepperl+Fuchs,PEP79617,2,LB,80.93,24,FALSE,24,4,42,8,12,10,Maintenance Shop,Maintenance Shop-C02,TF435516276820,,,,,,,B,17.07,{},,[],[],[],2025-09-28 13:39:07.703133,2025-09-28 18:39:07
